iter	RMSE
514	2978.532382
515	2974.742348
516	2970.632366
517	2968.68522
518	2966.196484
519	2965.351008
520	2964.685466
521	2964.025132
522	2963.226574
523	2961.59556
524	2959.744047
525	2958.923237
526	2958.092337
527	2956.337464
528	2953.833566
529	2951.129355
530	2950.862844
531	2949.038685
532	2948.249962
533	2946.512668
534	2944.505613
535	2942.825557
536	2942.627504
537	2940.872028
538	2940.226273
539	2939.17761
540	2936.811062
541	2932.835248
542	2931.205922
543	2930.949294
544	2926.787004
545	2925.200522
546	2921.894633
547	2920.104659
548	2919.039526
549	2917.459299
550	2915.579088
551	2913.649267
552	2911.469298
553	2908.98431
554	2906.242149
555	2904.773817
556	2901.236805
557	2900.564031
558	2898.137492
559	2897.015282
560	2894.221185
561	2892.683045
562	2890.328415
563	2888.815409
564	2888.196897
565	2886.419441
566	2885.581121
567	2884.005864
568	2883.916448
569	2882.28137
570	2881.511307
571	2880.622634
572	2878.351632
573	2877.004559
574	2876.633212
575	2876.291505
576	2874.71355
577	2874.105314
578	2873.561183
579	2872.755507
580	2872.308647
581	2869.457114
582	2866.475491
583	2865.299145
584	2864.578621
585	2863.703699
586	2860.355838
587	2856.611908
588	2855.908504
589	2854.603592
590	2853.590425
591	2852.896753
592	2850.559347
593	2849.039544
594	2848.371441
595	2846.91251
596	2845.013639
597	2843.078756
598	2839.945922
599	2839.360942
600	2838.615031
601	2837.623458
602	2835.299529
603	2833.171768
604	2832.331138
605	2829.176641
606	2827.666467
607	2826.302764
608	2825.297569
609	2822.567228
610	2820.687873
611	2820.123299
612	2818.654764
613	2817.830191
614	2817.293978
615	2815.336279
616	2814.458325
617	2813.652043
618	2812.859591
619	2811.296299
620	2811.094739
621	2808.914304
622	2808.351062
623	2805.576419
624	2804.003777
625	2803.358682
626	2800.523151
627	2798.563838
628	2796.448707
629	2793.516887
630	2792.884268
631	2790.906238
632	2789.602504
633	2788.606993
634	2787.335239
635	2786.052141
636	2785.503587
637	2782.824304
638	2781.092998
639	2779.454016
640	2778.124285
641	2777.926058
642	2777.140103
643	2774.153168
644	2773.758265
645	2772.962461
646	2771.457065
647	2770.890806
648	2770.336875
649	2767.08752
650	2765.929972
651	2765.14896
652	2764.607183
653	2764.089569
654	2761.8378
655	2761.264397
656	2760.498278
657	2759.779486
658	2756.415248
659	2755.21955
660	2754.601696
661	2753.864412
662	2753.142517
663	2751.989408
664	2749.411205
665	2747.610912
666	2746.999212
667	2746.309904
668	2746.097099
669	2744.574521
670	2743.762331
671	2743.283197
672	2743.099966
673	2741.753042
674	2741.252755
675	2740.282881
676	2737.430284
677	2735.867043
678	2732.887512
679	2730.713742
680	2730.224067
681	2729.762021
682	2729.212386
683	2729.040635
684	2728.441883
685	2726.893761
686	2726.205553
687	2723.463901
688	2721.607527
689	2720.827805
690	2718.199127
691	2716.686669
692	2714.540981
693	2711.222813
694	2710.765564
695	2709.377927
696	2708.718455
697	2707.969947
698	2706.608624
699	2705.262817
700	2701.720473
701	2699.015713
702	2697.724363
703	2694.985827
704	2694.657046
705	2693.961737
706	2690.700137
707	2687.586525
708	2685.752724
709	2685.170661
710	2681.833417
711	2681.707189
712	2678.910679
713	2677.738319
714	2677.514412
715	2674.896799
716	2671.962804
717	2671.882224
718	2670.42847
719	2669.256309
720	2666.222205
721	2662.903123
722	2662.335841
723	2660.792078
724	2659.865108
725	2656.948752
726	2655.725593
727	2655.13067
728	2654.466078
729	2654.116644
730	2651.858553
731	2650.775872
732	2649.130295
733	2648.771014
734	2648.437499
735	2646.259012
736	2645.305578
737	2642.910369
738	2642.312355
739	2642.140044
740	2641.812772
741	2641.395477
742	2640.817628
743	2639.327018
744	2636.971829
745	2636.424939
746	2635.347305
747	2634.069381
748	2632.457685
749	2630.650194
750	2627.913077
751	2627.346424
752	2624.468301
753	2624.119884
754	2623.26996
755	2622.333151
756	2622.193018
757	2618.980851
758	2616.386328
759	2614.948967
760	2613.613905
761	2611.226755
762	2608.319261
763	2607.933217
764	2605.703442
765	2605.284797
766	2602.530097
767	2601.98574
768	2600.937648
769	2600.56411
770	2600.371406
771	2599.814303
772	2597.408453
773	2596.881829
774	2595.048258
775	2592.612977
776	2589.860268
777	2588.312019
778	2585.680601
779	2584.795748
780	2583.371469
781	2582.927262
782	2580.70295
783	2580.330134
784	2579.790559
785	2577.941442
786	2577.438074
787	2577.067123
788	2575.603455
789	2574.902775
790	2573.156263
791	2571.479155
792	2570.998592
793	2570.698627
794	2568.996503
795	2565.945994
796	2563.217673
797	2562.615483
798	2562.107968
799	2560.723435
800	2559.64263
801	2557.613448
802	2556.908433
803	2554.842105
804	2554.723167
805	2553.111868
806	2551.330616
807	2550.332493
808	2549.815246
809	2548.396249
810	2548.087618
811	2547.730987
812	2545.269713
813	2544.703953
814	2543.143996
815	2542.588431
816	2539.028641
817	2536.655809
818	2535.035075
819	2533.627456
820	2532.312852
821	2531.129605
822	2531.028218
823	2528.920408
824	2526.478188
825	2523.70124
826	2523.564104
827	2522.859195
828	2520.47671
829	2520.041822
830	2517.603345
831	2517.118987
832	2515.539006
833	2515.035184
834	2512.443646
835	2510.643916
836	2508.351954
837	2506.798051
838	2505.056139
839	2504.685569
840	2502.942193
841	2502.640696
842	2502.145159
843	2500.516958
844	2498.910967
845	2496.6804
846	2495.355438
847	2494.725876
848	2494.381742
849	2493.533656
850	2491.668683
851	2491.317523
852	2488.897961
853	2487.839381
854	2487.358509
855	2486.426259
856	2485.42858
857	2483.19456
858	2482.156233
859	2479.791075
860	2478.472922
861	2476.690031
862	2474.548743
863	2471.953725
864	2471.707772
865	2469.859837
866	2468.621321
867	2466.43552
868	2464.659335
869	2462.830226
870	2460.937674
871	2459.620392
872	2458.659112
873	2458.374949
874	2456.131386
875	2453.558369
876	2450.97343
877	2450.480299
878	2450.215568
879	2449.308377
880	2448.290753
881	2447.641147
882	2446.222441
883	2445.837125
884	2444.203901
885	2443.613967
886	2442.754564
887	2441.92893
888	2440.457727
889	2438.177574
890	2436.860971
891	2436.493635
892	2436.06168
893	2434.532454
894	2431.991792
895	2430.518428
896	2429.63823
897	2427.458978
898	2425.802118
899	2424.376191
900	2422.71023
901	2421.372199
902	2420.265338
903	2418.798562
904	2417.214856
905	2414.900599
906	2413.407787
907	2412.083456
908	2411.015538
909	2409.460344
910	2407.131391
911	2405.71617
912	2404.471757
913	2404.109417
914	2402.121904
915	2399.772511
916	2398.330936
917	2397.743762
918	2396.414687
919	2395.467541
920	2393.90388
921	2392.48791
922	2391.392446
923	2390.272699
924	2388.780424
925	2387.826046
926	2386.329608
927	2385.979807
928	2384.988013
929	2383.646923
930	2383.293152
931	2381.51458
932	2379.462319
933	2379.01936
934	2376.533597
935	2375.217063
936	2374.042434
937	2371.869638
938	2370.572554
939	2368.569749
940	2367.298523
941	2366.839528
942	2365.268051
943	2362.982915
944	2362.751449
945	2362.398252
946	2362.054462
947	2361.521358
948	2359.862375
949	2358.966623
950	2358.542892
951	2355.763012
952	2355.594593
953	2353.794421
954	2353.174298
955	2352.019089
956	2351.758293
957	2350.832178
958	2349.886509
959	2348.964666
960	2347.71621
961	2347.035624
962	2345.762385
963	2345.191867
964	2342.755061
965	2340.709028
966	2338.718928
967	2337.317237
968	2336.344809
969	2334.870542
970	2333.020833
971	2331.883689
972	2330.673934
973	2329.135399
974	2326.969159
975	2325.9342
976	2324.95084
977	2324.621556
978	2323.532842
979	2321.458218
980	2320.233251
981	2318.897063
982	2317.873474
983	2315.771708
984	2315.367269
985	2314.079147
986	2312.731038
987	2311.375028
988	2310.379049
989	2309.881886
990	2308.327107
991	2307.520435
992	2306.220657
993	2305.226632
994	2303.288804
995	2302.510549
996	2302.257308
997	2301.517705
998	2298.96604
999	2298.616672
